,category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
1520,hybrid,jack 47, happy, energetic, euphoric, relaxed, talkative , pain, depression, lack of appetite, seizures, inflammation , dry eyes, dry mouth ,,,, 1. lemon, 2. citrus, 3. lime ,29.0,jack herer,ak-47,n,n,n,n,n
1521,indica,jack burton, aroused, creative, euphoric, focused, giggly , fatigue, inflammation, insomnia, pain, stress , dizzy ,,,,, 1. butter, 2. flowery, 3. rose ,2.0,fortune cookies,n,n,n,n,n,n
1522,sativa,jack diesel, energetic, creative, focused, happy, euphoric , depression, stress, fatigue, pain, lack of appetite , dry mouth, dizzy, dry eyes, headache, anxious , 1. sweet, 2. woody, 3. tropical ,58.0,jack herer,nyc diesel,n,n,n,n,n
1523,hybrid,jack flash, focused, creative, happy, uplifted, energetic , stress, pain, depression, muscle spasms, insomnia , dry eyes, anxious, dizzy, dry mouth, paranoid , 1. citrus, 2. earthy, 3. spicy/herbal ,292.0,jack herer,haze,super skunk,n,n,n,n
1524,hybrid,jack frost, happy, relaxed, euphoric, uplifted, creative , pain, stress, depression, nausea, insomnia , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. earthy, 2. pine, 3. citrus ,494.0,jack herer,white widow,northern lights 5,n,n,n,n
1525,hybrid,jack haze, happy, creative, giggly, focused, relaxed , depression, stress, fatigue, pain, headaches , dry mouth, dizzy, dry eyes, paranoid, anxious , 1. earthy, 2. woody, 3. pungent ,50.0,jack herer,super silver haze,n,n,n,n,n
1526,sativa,jack herer, happy, uplifted, energetic, focused, euphoric , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, paranoid, headache , 1. earthy, 2. pine, 3. woody ,4073.0,haze,shiva skunk,northern lights 5,n,n,n,n
1527,hybrid,jack kush, euphoric, uplifted, energetic, focused, happy , depression, pain, lack of appetite, fatigue, stress , dry eyes, dry mouth, dizzy, anxious, headache , 1. citrus, 2. lemon, 3. skunk ,36.0,n,n,n,n,n,n,n
1528,sativa,jack skellington, happy, talkative, euphoric, energetic, uplifted , stress, depression, fatigue, nausea, headaches , dry mouth, anxious, paranoid, dizzy, headache , 1. earthy, 2. diesel, 3. citrus ,101.0,killer queen,jack the ripper,n,n,n,n,n
1529,sativa,jack smack, happy, energetic, focused, relaxed, hungry , stress, lack of appetite, depression, fatigue, headaches , dry mouth, dry eyes, anxious ,,, 1. earthy, 2. blueberry, 3. flowery ,9.0,jack herer,herijuana,n,n,n,n,n
1530,hybrid,jack widow, relaxed, sleepy, happy, uplifted, euphoric , stress, pain, nausea, depression, insomnia , dry mouth, dry eyes, dizzy, paranoid ,, 1. sweet, 2. mango, 3. earthy ,37.0,white widow,jack herer,n,n,n,n,n
1531,sativa,jack wreck, uplifted, energetic, euphoric, giggly, relaxed , eye pressure, pain, depression, stress, lack of appetite , dry mouth, paranoid, dry eyes, dizzy ,, 1. woody, 2. citrus, 3. earthy ,31.0,jack herer,trainwreck,n,n,n,n,n
1532,hybrid,jack of spades, creative, euphoric, focused, happy, relaxed ,,,,,,,,,,, 1. earthy, 2. pungent, 3. sweet ,3.0,ace of spades,jack the ripper,n,n,n,n,n
1533,sativa,jack the ripper, happy, energetic, creative, euphoric, uplifted , stress, depression, pain, fatigue, lack of appetite , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. lemon, 2. pine, 3. citrus ,417.0,jacks cleaner,space queen,n,n,n,n,n
1534,sativa,jacks cleaner, happy, energetic, euphoric, uplifted, relaxed , pain, depression, inflammation, stress, fatigue , dry eyes, dry mouth, paranoid, anxious, dizzy , 1. citrus, 2. lemon, 3. lime ,78.0,jack herer,n,n,n,n,n,n
1535,hybrid,jacks dream, energetic, focused, uplifted, happy, euphoric , depression, fatigue, pain, stress, cramps , paranoid, anxious, dry mouth, dizzy, dry eyes , 1. pine, 2. sweet, 3. berry ,21.0,jack herer,blue dream,n,n,n,n,n
1536,sativa,jackalope, happy, energetic, talkative, uplifted, euphoric , depression, stress, fatigue, headaches, insomnia , dizzy, dry mouth, dry eyes, paranoid, headache , 1. citrus, 2. earthy, 3. flowery ,12.0,chocolope,black jack,n,n,n,n,n
1538,hybrid,jacky girl, aroused, creative, energetic, euphoric, focused , depression, eye pressure, fatigue, inflammation, stress , anxious, dizzy, dry mouth ,,, 1. citrus ,,,1.0,jack herer,girl scout cookies,n,n,n,n,n
1540,sativa,jacky white, relaxed, uplifted, happy, talkative, hungry , stress, depression, pain, lack of appetite, nausea , dry mouth, anxious, dizzy, dry eyes, paranoid , 1. earthy, 2. flowery, 3. tropical ,56.0,jack herer,white widow,n,n,n,n,n
1542,indica,jah goo, sleepy, relaxed, happy, hungry, euphoric , stress, pain, eye pressure, depression, insomnia , dry eyes, dry mouth, dizzy, anxious, headache , 1. diesel, 2. pungent, 3. earthy ,18.0,goo,n,n,n,n,n,n
1544,hybrid,jah kush, happy, euphoric, uplifted, creative, giggly , stress, headaches, fatigue, depression, pain , dry mouth, headache, dry eyes, paranoid, dizzy , 1. pungent, 2. earthy, 3. woody ,86.0,n,n,n,n,n,n,n
1546,sativa,jahwaiian, aroused, energetic, creative, euphoric, happy , depression, stress, eye pressure, fatigue, nausea , anxious, dizzy, dry eyes, dry mouth, headache , 1. tropical, 2. sweet, 3. earthy ,4.0,hawai’i ‘78,lambs bread,n,n,n,n,n
1547,sativa,jamaican, uplifted, creative, relaxed, tingly, happy , depression, stress, lack of appetite, headaches, spasticity , dry eyes, dry mouth, dizzy, headache, anxious , 1. earthy, 2. woody, 3. spicy/herbal ,62.0,n,n,n,n,n,n,n
1548,sativa,jamaican dream, energetic, creative, focused, euphoric, happy , depression, fatigue, stress, pain, headaches , anxious, paranoid, dry mouth, dizzy, dry eyes , 1. earthy, 2. citrus, 3. tropical ,89.0,jamaican,n,n,n,n,n,n
1549,sativa,jamaican lion, uplifted, relaxed, happy, focused, creative , stress, pain, depression, muscle spasms, fatigue , dry mouth, headache, anxious, dizzy, dry eyes , 1. earthy, 2. tropical, 3. nutty ,27.0,jamaican,n,n,n,n,n,n
1550,sativa,jamaican pearl, energetic, euphoric, happy, uplifted, creative , pain, fatigue, stress, depression, nausea , dry mouth, headache, anxious, dry eyes, dizzy , 1. earthy, 2. pungent, 3. tropical ,50.0,marleys collie,early pearl,n,n,n,n,n
1551,hybrid,jamba juice, happy, relaxed, euphoric, creative, giggly , stress, cramps, fatigue, depression, lack of appetite , headache ,,,,, 1. berry, 2. earthy, 3. pine ,5.0,n,n,n,n,n,n,n
1552,hybrid,jane doe, euphoric, happy, tingly, giggly, uplifted , pain, depression, muscle spasms, inflammation, stress , dry mouth, dry eyes, dizzy ,,, 1. apricot, 2. berry, 3. citrus ,12.0,n,n,n,n,n,n,n
1553,indica,jawa pie, relaxed, euphoric, focused, uplifted, energetic , stress, pain, cramps, depression, insomnia , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. earthy, 2. skunk, 3. pungent ,23.0,key lime pie,alien rift,n,n,n,n,n
1554,hybrid,jazz, giggly, relaxed, uplifted, euphoric, happy , stress, pain, depression, inflammation, fatigue , dry mouth, dry eyes, anxious, dizzy, headache , 1. citrus, 2. pepper, 3. flowery ,27.0,n,n,n,n,n,n,n
1555,hybrid,jean guy, uplifted, energetic, euphoric, happy, creative , stress, depression, pain, insomnia, fatigue , dry eyes, dry mouth, paranoid, anxious, dizzy , 1. lemon, 2. earthy, 3. citrus ,272.0,white widow,n,n,n,n,n,n
1556,indica,jedi kush, relaxed, sleepy, happy, hungry, euphoric , stress, depression, insomnia, lack of appetite, pain , dizzy, dry mouth, dry eyes, paranoid, anxious , 1. earthy, 2. pine, 3. pungent ,313.0,death star,sfv og kush,n,n,n,n,n
1557,indica,jelly roll, sleepy, relaxed, happy, uplifted, euphoric , insomnia, stress, nausea, cramps, pain , dry mouth, dry eyes, paranoid ,,, 1. grapefruit, 2. sweet, 3. pine ,12.0,god bud,grapefruit,n,n,n,n,n
1558,sativa,jenni, euphoric, happy, relaxed, creative, energetic , pain, depression, headaches, lack of appetite, stress ,,,,,, 1. sweet, 2. berry, 3. tree fruit ,,n,n,n,n,n,n,n
1559,hybrid,jenny kush, relaxed, uplifted, creative, happy, euphoric , stress, depression, pain, nausea, lack of appetite , dry mouth, dry eyes, dizzy, headache, paranoid , 1. berry, 2. nutty, 3. earthy ,87.0,amnesia haze,n,n,n,n,n,n
1560,sativa,jericho haze, creative, energetic, focused, happy, hungry , depression, lack of appetite, nausea ,,,,,,,, 1. apple, 2. chestnut, 3. earthy ,1.0,n,n,n,n,n,n,n
1561,hybrid,jerusalem express,,,,,,,,,,,,,,,,,,,2.0,n,n,n,n,n,n,n
1562,indica,jesses girl, euphoric, relaxed, happy, uplifted, aroused , stress, depression, inflammation, nausea, pain , dry eyes ,,,,, 1. berry, 2. pungent, 3. sweet ,9.0,black cherry og,purple og kush,n,n,n,n,n
1563,hybrid,jesus, happy, relaxed, uplifted, aroused, euphoric , depression, insomnia, stress, pain, fatigue , dry mouth, anxious, dizzy, dry eyes ,, 1. citrus, 2. pine, 3. earthy ,58.0,white widow,blue dynamite,n,n,n,n,n
1564,indica,jesus og, relaxed, happy, euphoric, uplifted, focused , depression, stress, pain, insomnia, muscle spasms , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. lemon, 2. citrus, 3. pungent ,362.0,hells og,jack the ripper,n,n,n,n,n
1565,hybrid,jet fuel, relaxed, uplifted, happy, euphoric, energetic , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. diesel, 2. pungent, 3. earthy ,422.0,n,n,n,n,n,n,n
1566,hybrid,jilly dawg, euphoric, focused, relaxed, tingly, giggly , depression, stress ,,,, dry mouth, dizzy, dry eyes ,,, 1. pungent, 2. citrus, 3. grape ,3.0,jillybean,chemdawg 91,n,n,n,n,n
1567,hybrid,jillybean, happy, uplifted, euphoric, relaxed, energetic , stress, depression, pain, fatigue, nausea , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. citrus, 2. sweet, 3. orange ,899.0,orange velvet,space queen,n,n,n,n,n
1568,hybrid,jim og,,,,,,,,,,,,,,,,,,,,12 year og,phishhead kush,n,n,n,n,n
1569,hybrid,jimi hendrix, creative, uplifted, euphoric, happy, energetic , lack of appetite, stress, headaches, depression, nausea , dry mouth, anxious, dizzy ,,, 1. citrus, 2. earthy, 3. sweet ,24.0,jack herer,headband,black cherry soda,n,n,n,n
1570,sativa,jock horror, energetic, happy, euphoric, relaxed, hungry , depression, stress, fatigue, lack of appetite, nausea , anxious, dizzy, paranoid, dry eyes, dry mouth , 1. berry, 2. sweet, 3. earthy ,23.0,northern lights,haze,skunk no 1,n,n,n,n
1571,hybrid,joes dank,,,,,,,,,,,,,,,,,,,,amnesia haze,bubble gum,n,n,n,n,n
1572,indica,josh d og, relaxed, happy, sleepy, hungry, euphoric , depression, cramps, pain, fatigue, headaches , dry mouth, anxious, dry eyes, paranoid ,, 1. blue cheese, 2. pungent, 3. cheese ,17.0,sfv og,triangle kush,hells angel og,n,n,n,n
1573,hybrid,juicy fruit, happy, relaxed, uplifted, euphoric, creative , stress, depression, pain, lack of appetite, cramps , dry mouth, dizzy, dry eyes, anxious, headache , 1. sweet, 2. earthy, 3. citrus ,615.0,afghani,thai,n,n,n,n,n
1574,hybrid,juicy jack, happy, uplifted, creative, euphoric, energetic , pain, depression, fatigue, nausea, muscle spasms , dry mouth, dizzy, dry eyes, headache, paranoid , 1. citrus, 2. earthy, 3. sweet ,23.0,juicy fruit,jack herer,n,n,n,n,n
1575,hybrid,juliet, happy, uplifted, energetic, relaxed, focused , stress, depression, pain, fatigue, insomnia , headache, dizzy, dry mouth, dry eyes ,, 1. skunk, 2. pine, 3. earthy ,20.0,cinderella 99,nyc diesel,n,n,n,n,n
1576,hybrid,julius caesar, happy, euphoric, uplifted, relaxed, hungry , stress, pain, depression, nausea, lack of appetite , dry mouth, dry eyes, dizzy, anxious ,, 1. earthy, 2. sweet, 3. pine ,30.0,master kush,sfv og kush,n,n,n,n,n
1577,hybrid,jungle juice, relaxed, sleepy, energetic, happy, uplifted , stress, lack of appetite, depression, fatigue, headaches , dry eyes, dry mouth, paranoid ,,, 1. flowery, 2. citrus, 3. pine ,15.0,animal cookies,tangie,n,n,n,n,n
1578,hybrid,jungle scout cookies, uplifted, energetic, euphoric, focused, hungry , depression, headaches, inflammation, insomnia, lack of appetite , dry eyes, dry mouth ,,,, 1. berry, 2. earthy, 3. pine ,3.0,gsc,n,n,n,n,n,n
1579,hybrid,jungle spice, relaxed ,,,,,,,,,, dry eyes, dry mouth ,,,, 1. spicy/herbal, 2. woody ,,,n,n,n,n,n,n,n
1580,indica,jupiter og, relaxed, sleepy, hungry, happy, euphoric , stress, depression, pain, insomnia, muscle spasms , dry mouth, dry eyes, paranoid, dizzy, headache , 1. earthy, 2. pungent, 3. flowery ,163.0,og kush,n,n,n,n,n,n
1581,hybrid,k1, happy, uplifted, euphoric, focused, relaxed , stress, pain, fatigue, depression, headaches , dry mouth, anxious, dizzy, dry eyes, paranoid , 1. pine, 2. ammonia, 3. chemical ,18.0,n,n,n,n,n,n,n
1583,hybrid,k2, relaxed, sleepy, happy, hungry, energetic , stress, pain, depression, insomnia, nausea , dry mouth, dry eyes, anxious, dizzy, headache , 1. earthy, 2. woody, 3. pine ,47.0,hindu kush,white widow,n,n,n,n,n
1585,hybrid,kc 33, relaxed, euphoric, hungry, happy, uplifted , pain, stress, nausea, headaches, eye pressure , dry mouth, dizzy ,,,, 1. citrus, 2. lemon, 3. sweet ,11.0,afghani,haze,eastern european,n,n,n,n
1587,indica,kc 36, relaxed, sleepy, euphoric, hungry, uplifted , fatigue, depression, stress ,,, dry eyes, dry mouth, paranoid ,,, 1. blueberry, 2. earthy, 3. flowery ,4.0,white widow,n,n,n,n,n,n
1589,hybrid,kt dawg, relaxed, uplifted, euphoric, sleepy, happy , fatigue, spasticity, stress, pain, depression , dry mouth, dry eyes ,,,, 1. earthy, 2. woody, 3. tar ,13.0,stardawg,n,n,n,n,n,n
1591,sativa,kaboom, uplifted, energetic, focused, hungry, aroused , stress, pain, depression, nausea, fatigue , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. lemon, 2. earthy, 3. pine ,66.0,jacks cleaner,vortex,n,n,n,n,n
1593,hybrid,kahavvai mode,,,,,,,,,,,,,,,,,,,,northern lights,skunk no 1,n,n,n,n,n
1595,indica,kahuna, euphoric, uplifted, relaxed, creative, focused , stress, pain, depression, insomnia, fatigue , dry eyes, dry mouth ,,,, 1. orange, 2. pineapple, 3. pungent ,6.0,super skunk,jack herer,afghan hawaiian,n,n,n,n
1597,hybrid,kaia kush, happy, relaxed, tingly, sleepy, uplifted , depression, lack of appetite, stress, headaches, nausea , dry eyes, dry mouth, anxious, dizzy, paranoid , 1. spicy/herbal, 2. lemon, 3. citrus ,,super silver haze,og kush,n,n,n,n,n
1598,hybrid,kailua pua, aroused, creative, euphoric, relaxed, sleepy ,,,,,,,,,,, 1. mango, 2. berry, 3. earthy ,2.0,hawaiian mayan gold,n,n,n,n,n,n
1599,hybrid,kalalau kush, euphoric, happy, tingly, uplifted, aroused ,,,,,, dry eyes ,,,,, 1. earthy, 2. mango, 3. pineapple ,4.0,n,n,n,n,n,n,n
1600,hybrid,kalashnikova, relaxed, happy, focused, uplifted, euphoric , pain, stress, muscle spasms, depression, insomnia , dry mouth, headache, dry eyes, paranoid ,, 1. spicy/herbal, 2. sweet, 3. pine ,42.0,ak-47,white widow,n,n,n,n,n
1601,hybrid,kaleidos dope,,,,,,,,,,,,,,,,,,,,sour lsd,nevilles haze,fire og,purple thai,n,n,n
1602,sativa,kali 47, energetic, happy, creative, euphoric, uplifted , stress, depression, fatigue, inflammation, pain ,,,,,, 1. sweet, 2. vanilla ,,8.0,kali mist,ak-47,n,n,n,n,n
1603,indica,kali china, creative, happy, uplifted, focused, relaxed , depression, insomnia, pain, nausea, stress ,,,,,, 1. mango, 2. spicy/herbal, 3. sweet ,6.0,kali mist,china yunnan,n,n,n,n,n
1604,hybrid,kali dog, relaxed, uplifted, energetic, euphoric, creative , lack of appetite, stress, pain, eye pressure, headaches , dry mouth, dizzy, dry eyes, anxious ,, 1. citrus, 2. lemon, 3. earthy ,14.0,og kush,sour diesel,n,n,n,n,n
1605,sativa,kali mist, creative, uplifted, happy, euphoric, energetic , pain, stress, depression, headaches, inflammation , dry mouth, dry eyes, headache, paranoid, anxious , 1. earthy, 2. citrus, 3. woody ,286.0,n,n,n,n,n,n,n
1606,indica,kandahar, relaxed, sleepy, euphoric, giggly, uplifted , insomnia, stress, eye pressure, depression, pain , dry mouth, dizzy, dry eyes, headache ,, 1. apricot, 2. earthy, 3. honey ,,afghani,afghan skunk,n,n,n,n,n
1607,hybrid,kandy kush, relaxed, happy, euphoric, uplifted, creative , stress, pain, depression, lack of appetite, insomnia , dry mouth, dry eyes, dizzy, headache, anxious , 1. sweet, 2. lemon, 3. earthy ,507.0,og kush,trainwreck,n,n,n,n,n
1608,indica,karibbean mango, happy, relaxed, hungry, sleepy, creative , headaches, insomnia, lack of appetite, stress ,, anxious, dry eyes, dry mouth ,,, 1. mango, 2. earthy, 3. peach ,,afghani,mango,n,n,n,n,n
1609,hybrid,karma bitch, relaxed, uplifted, happy, creative, focused , stress, depression, lack of appetite, pain, muscle spasms , dry eyes, dry mouth, dizzy ,,, 1. earthy, 2. coffee, 3. tea ,26.0,skywalker og,nevils wreck,n,n,n,n,n
1610,hybrid,karma og, relaxed, euphoric, happy, hungry, uplifted , depression, insomnia, muscle spasms, pain, stress , dry mouth ,,,,, 1. citrus, 2. earthy, 3. pine ,7.0,sfv og,n,n,n,n,n,n
1611,indica,karmarado og, creative, focused, hungry, relaxed, sleepy , eye pressure, headaches, inflammation, insomnia, lack of appetite , dry eyes, dry mouth ,,,, 1. citrus, 2. grapefruit, 3. lemon ,,triangle kush,sfv og kush,white og,n,n,n,n
1612,indica,kashmir kush, relaxed, euphoric, happy, uplifted, focused , insomnia, pain, depression, inflammation, stress , paranoid, dry mouth, anxious ,,, 1. earthy, 2. sweet, 3. berry ,13.0,n,n,n,n,n,n,n
1613,indica,katsu bubba kush, relaxed, euphoric, happy, sleepy, hungry , insomnia, pain, stress, lack of appetite, muscle spasms , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. earthy, 2. berry, 3. flowery ,69.0,bubba kush,n,n,n,n,n,n
1614,indica,katsu kush, sleepy, relaxed, happy, euphoric, uplifted , insomnia, spasticity, eye pressure, pain, stress , dry mouth, dry eyes, headache, paranoid ,, 1. pungent, 2. earthy, 3. sweet ,43.0,hindu kush,n,n,n,n,n,n
1615,indica,kelly hill gold, happy, energetic, euphoric, talkative, aroused , pain, stress, cramps, inflammation, muscle spasms , dry eyes, dry mouth ,,,, 1. earthy, 2. pepper, 3. coffee ,,acapulco gold,chemdawg 4,n,n,n,n,n
1616,hybrid,kens kush, relaxed, happy, euphoric, sleepy, aroused , pain, inflammation, lack of appetite, stress, insomnia , dry mouth, dry eyes, anxious ,,, 1. plum, 2. earthy, 3. grape ,33.0,granddaddy purple,og kush,sour diesel,n,n,n,n
1617,sativa,kerala, aroused, creative, energetic, focused, giggly ,,,,,,,,,,, 1. sage, 2. spicy/herbal ,,1.0,n,n,n,n,n,n,n
1618,sativa,kerala krush, uplifted, energetic, focused, happy, relaxed , depression, fatigue, cramps, nausea ,,,,,,, 1. mango, 2. sweet, 3. orange ,11.0,south indian sativa,skunk no 1,n,n,n,n,n
1619,sativa,kerosene, creative, energetic, euphoric, happy, hungry , depression, stress, headaches, inflammation, lack of appetite , dizzy ,,,,, 1. diesel ,,,3.0,sour diesel,the white,n,n,n,n,n
1620,indica,ketama, aroused, energetic, euphoric, happy, hungry , depression, muscle spasms, pain, seizures, stress , dry mouth, dizzy, headache, dry eyes, paranoid , 1. cheese, 2. blue cheese, 3. butter ,3.0,n,n,n,n,n,n,n
1621,hybrid,key lime pie, happy, relaxed, euphoric, uplifted, hungry , pain, stress, depression, insomnia, fatigue , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. lime, 2. sweet, 3. lemon ,294.0,durban poison,og kush,cherry pie,n,n,n,n
1622,hybrid,keystone kush, sleepy, relaxed, euphoric, hungry, happy , insomnia, pain, stress, depression, headaches , dizzy, dry eyes, dry mouth, anxious ,, 1. earthy, 2. nutty, 3. citrus ,17.0,katsu bubba kush,pre-98 bubba kush,n,n,n,n,n
1623,hybrid,khalifa kush, happy, relaxed, uplifted, euphoric, creative , stress, depression, pain, lack of appetite, insomnia , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. lemon, 2. earthy, 3. citrus ,575.0,n,n,n,n,n,n,n
1624,hybrid,khola, euphoric, energetic, uplifted, focused, happy , stress, insomnia, depression, fatigue ,, dry eyes, dry mouth, paranoid ,,, 1. earthy, 2. flowery, 3. spicy/herbal ,6.0,thai,central american,n,n,n,n,n
1625,indica,khufu, relaxed, talkative, euphoric, happy, focused , headaches, insomnia, pain, stress, depression , dry eyes, dry mouth ,,,, 1. sweet, 2. pungent, 3. earthy ,,cheese,afghani,sfv og,n,n,n,n
1626,sativa,kilimanjaro, energetic, happy, focused, uplifted, creative , insomnia, depression, stress, fatigue, pain , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. sweet, 2. earthy, 3. pine ,123.0,african,n,n,n,n,n,n
1627,hybrid,kill bill, relaxed, happy, euphoric, hungry, sleepy , stress, lack of appetite, insomnia, eye pressure, headaches , dry mouth, headache ,,,, 1. rose, 2. pungent, 3. diesel ,17.0,killer queen,willys wonder,n,n,n,n,n
1628,hybrid,killer grape, happy, creative, relaxed, uplifted, sleepy , eye pressure, stress, depression, pain, lack of appetite , dizzy, dry eyes, anxious, paranoid, dry mouth , 1. grape, 2. tropical, 3. berry ,17.0,killer queen,querkle,n,n,n,n,n
1629,hybrid,killer queen, focused, relaxed, energetic, happy, uplifted , depression, fatigue, stress, pain, inflammation , dry mouth, dry eyes, dizzy, paranoid, headache , 1. citrus, 2. earthy, 3. pine ,128.0,g13,cinderella 99,n,n,n,n,n
1630,sativa,killing fields, energetic, happy, uplifted, euphoric, creative , depression, stress, pain, fatigue, nausea , dry eyes, dry mouth, headache, dizzy, paranoid , 1. earthy, 2. lemon, 3. citrus ,33.0,the one,jack herer,n,n,n,n,n
1631,hybrid,kimbo kush, relaxed, sleepy, happy, hungry, tingly , depression, pain, stress, lack of appetite, nausea , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. earthy, 2. citrus, 3. flowery ,174.0,blackberry kush,starfighter,n,n,n,n,n
1632,hybrid,king cake, relaxed, uplifted, hungry, sleepy, euphoric , eye pressure, lack of appetite, stress ,,, anxious, dry mouth, dizzy ,,, 1. sweet, 2. skunk, 3. berry ,10.0,granddaddy purple,n,n,n,n,n,n
1633,hybrid,king kong, relaxed, happy, sleepy, uplifted, euphoric , stress, depression, pain, eye pressure, insomnia , dizzy, headache, dry mouth, dry eyes, paranoid , 1. earthy, 2. flowery, 3. pungent ,151.0,ed rosenthal super bud,chronic,n,n,n,n,n
1634,hybrid,king thunder fuck, happy, relaxed, uplifted, aroused, creative , pain, cramps, depression, inflammation, insomnia ,,,,,, 1. earthy, 2. citrus, 3. nutty ,5.0,n,n,n,n,n,n,n
1636,sativa,kings bread, euphoric, creative, uplifted, focused, happy , stress, depression, fatigue, insomnia, pain , headache, dry mouth, dizzy, dry eyes ,, 1. citrus, 2. lemon, 3. earthy ,28.0,jamaican,n,n,n,n,n,n
1638,hybrid,kings banner,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
1640,hybrid,kiss, hungry, sleepy, euphoric, focused, creative , fatigue, lack of appetite, pain, stress, depression , dry mouth, paranoid, anxious ,,, 1. cheese, 2. earthy, 3. skunk ,10.0,cheese,afghani,n,n,n,n,n
1642,indica,kiwiskunk, euphoric, talkative, happy, hungry, relaxed , depression, insomnia, lack of appetite, nausea, stress , headache, dry eyes, dry mouth ,,, 1. woody, 2. citrus, 3. pungent ,12.0,nyc diesel,skunk no 1,n,n,n,n,n
1644,indica,kobain kush, relaxed, hungry, creative, happy, euphoric , pain, stress, depression, insomnia, muscle spasms , dry eyes, anxious, headache, dizzy, dry mouth , 1. earthy, 2. spicy/herbal, 3. woody ,13.0,pre-98 bubba kush,white lotus,n,n,n,n,n
1646,hybrid,koloa sunrise, relaxed, sleepy ,,,, depression, insomnia, nausea, pain, stress , anxious, dizzy, paranoid ,,,,,,,n,n,n,n,n,n,n
1648,sativa,kona gold, uplifted, happy, euphoric, energetic, giggly , depression, stress, pain, muscle spasms, nausea , headache, dry mouth, anxious, dry eyes, paranoid , 1. pineapple, 2. earthy, 3. sweet ,20.0,hawaiian,n,n,n,n,n,n
1649,hybrid,kong, sleepy, relaxed, happy, giggly, uplifted , stress, depression, pain, insomnia, headaches , dry mouth, dry eyes, dizzy, headache, anxious , 1. earthy, 2. diesel, 3. sweet ,132.0,motavation,white russian,n,n,n,n,n
