,strain,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
0,100 og,og kush,n,n,n,n,n,n
1,98 aloha white widow,n,n,n,n,n,n,n
2,1024,n,n,n,n,n,n,n
3,12 year og,og kush,n,n,n,n,n,n
4,13 dawgs,g13,chemdawg,n,n,n,n,n
5,22,n,n,n,n,n,n,n
6,24k gold,kosher kush,tangie,n,n,n,n,n
7,3 bears og,triangle kush,n,n,n,n,n,n
8,100 og,og kush,n,n,n,n,n,n
9,98 aloha white widow,n,n,n,n,n,n,n
10,1024,n,n,n,n,n,n,n
11,12 year og,og kush,n,n,n,n,n,n
12,13 dawgs,g13,chemdawg,n,n,n,n,n
13,22,n,n,n,n,n,n,n
14,24k gold,kosher kush,tangie,n,n,n,n,n
15,3 bears og,triangle kush,n,n,n,n,n,n
16,3 kings,headband,sour diesel,og kush,n,n,n,n
17,303 og,pre-98 bubba kush,chemdawg,n,n,n,n,n
18,3d cbd,n,n,n,n,n,n,n
19,3x crazy,og kush,bubba kush,granddaddy purple,n,n,n,n
20,3rd coast panama chunk,deep chunk,sour diesel,n,n,n,n,n
21,501st og,skywalker og,rare dankness 1,n,n,n,n,n
22,541 kush,triangle kush,n,n,n,n,n,n
23,5th element,blackberry,n,n,n,n,n,n
24,707 headband,sour diesel,og kush,master kush,n,n,n,n
25,707 truthband,true og,n,n,n,n,n,n
26,8 ball kush,afghani,n,n,n,n,n,n
27,818 og,og kush,n,n,n,n,n,n
28,831 og,og kush,sfv og,n,n,n,n,n
29,840,afgoo,super lemon haze,purple thai,god bud,n,n,n
30,9 pound hammer,jack the ripper,hells og,gooberry,n,n,n,n
31,91 krypt,chemdawg 91,n,n,n,n,n,n
32,92 og,og kush,n,n,n,n,n,n
33,999,tahoe og kush,triangle kush,biker kush,n,n,n,n
34,a-10,afghani,n,n,n,n,n,n
35,a-dub,sour diesel,sour bubble,alien dawg,chemdawg,n,n,n
36,a-train,mazar i sharif,trainwreck,n,n,n,n,n
37,acdc,cannatonic,n,n,n,n,n,n
38,ak-47,south american,mexican,thai,afghani,n,n,n
39,ak-48,ice,jock horror,n,n,n,n,n
40,ak-49,ak-47,n,n,n,n,n,n
41,aberdeen,orange velvet,jack the ripper,n,n,n,n,n
42,abusive og,og kush,n,n,n,n,n,n
43,acapulco gold,mexican,n,n,n,n,n,n
44,ace killer og,white fire og,kings kush,kosher kush,n,n,n,n
45,ace of spades,jack the ripper,black cherry soda,n,n,n,n,n
46,aceh,n,n,n,n,n,n,n
47,acid,nyc diesel,n,n,n,n,n,n
48,acid dough,congo,n,n,n,n,n,n
49,afcrack,afgoo,green crack,n,n,n,n,n
50,afghan big bud,big bud,afghani,n,n,n,n,n
51,afghan cow,ash,kali mist,ak-47,n,n,n,n
52,afghan diesel,afghani,sour diesel,n,n,n,n,n
53,afghan hawaiian,uk cheese,lavender,n,n,n,n,n
54,afghan haze,afghani,haze,n,n,n,n,n
55,afghan kush,afghani,n,n,n,n,n,n
56,afghan skunk,afghani,skunk 1,n,n,n,n,n
57,afghan sour kush,afghani,sour kush,n,n,n,n,n
58,afghan widow,afghan kush,white widow,n,n,n,n,n
59,afghani,n,n,n,n,n,n,n
60,afghani bullrider,afghani,n,n,n,n,n,n
61,afghani cbd,afghani,n,n,n,n,n,n
62,afghani krush,grape krush,afghani,n,n,n,n,n
63,afghanica,afghani,n,n,n,n,n,n
64,afghan skunk,afghani,skunk 1,n,n,n,n,n
65,afghan sour kush,afghani,sour kush,n,n,n,n,n
66,afghan widow,afghan kush,white widow,n,n,n,n,n
67,afghani,n,n,n,n,n,n,n
68,afghani bullrider,afghani,n,n,n,n,n,n
69,afghani cbd,afghani,n,n,n,n,n,n
70,afghani krush,grape krush,afghani,n,n,n,n,n
71,afghanica,afghani,n,n,n,n,n,n
72,afghanimal,afghani,animal cookies,n,n,n,n,n
73,afgooey,afghani,n,n,n,n,n,n
74,afgoo,afghani,n,n,n,n,n,n
75,afgooey,afghani,n,n,n,n,n,n
76,afkansastan,n,n,n,n,n,n,n
77,afpak,afghani,n,n,n,n,n,n
78,african,n,n,n,n,n,n,n
79,afrikaner,n,n,n,n,n,n,n
80,afrodite,black domina,jack herer,n,n,n,n,n
81,afternoon delight,n,n,n,n,n,n,n
82,afwreck,afghani,trainwreck,n,n,n,n,n
83,agape,black cherry og,n,n,n,n,n,n
84,agent orange,orange velvet,jack the ripper,n,n,n,n,n
85,agent tangie,n,n,n,n,n,n,n
86,agharta,colorado bubba,n,n,n,n,n,n
87,air jordan og,n,n,n,n,n,n,n
88,als dream,albert walker,blue dream,n,n,n,n,n
89,alaska,n,n,n,n,n,n,n
90,alaska thunder grape,matanuska thunder fuck,grape ape,n,n,n,n,n
91,alaskan ice,white widow,haze,n,n,n,n,n
92,alaskan thunder fuck,north american sativa,n,n,n,n,n,n
93,albert walker,afghan skunk,n,n,n,n,n,n
94,alchemy,chemdog,querkle,n,n,n,n,n
95,alf,animal cookies,cherry pie,white fire alien og,girl scout cookies,n,n,n
96,alice in wonderland,willys wonder,n,n,n,n,n,n
97,alien abduction,alien og,alien dawg,n,n,n,n,n
98,alien apparition,alien technology,ghost og,n,n,n,n,n
99,alien asshat,n,n,n,n,n,n,n
100,alien breath,purple alien og,goji og,blackberry,n,n,n,n
101,alien bubba,bubba kush,alien kush,n,n,n,n,n
102,alien dawg,chemdawg,n,n,n,n,n,n
103,alien dutchess,alien og,dutch treat haze,n,n,n,n,n
104,alien hallucination,tahoe alien,lsd,n,n,n,n,n
105,alien inferno,alien og,diablo,n,n,n,n,n
106,alien kush,lvpk,alien dawg,n,n,n,n,n
107,alien og,alien kush,tahoe og kush,n,n,n,n,n
108,alien reunion,alien dawg,alien og,n,n,n,n,n
109,alien rift,alien dawg,alien og,n,n,n,n,n
110,alien rock candy,tahoe alien,sour dubble,n,n,n,n,n
111,alien sour apple,alien dawg,sour apple,n,n,n,n,n
112,alien stardawg,alien kush,stardawg,n,n,n,n,n
113,alien technology,afghani,n,n,n,n,n,n
114,alien walker,albert walker,tahoe alien,n,n,n,n,n
115,aliens on moonshine,sour alien,n,n,n,n,n,n
116,alion,alien kush,blue dream,n,n,n,n,n
117,allen iverson og,n,n,n,n,n,n,n
118,allen wrench,trainwreck,nyc diesel,n,n,n,n,n
119,alley cat kush,og kush,n,n,n,n,n,n
120,alien stardawg,alien kush,stardawg,n,n,n,n,n
121,alien technology,afghani,n,n,n,n,n,n
122,alien walker,albert walker,tahoe alien,n,n,n,n,n
123,aliens on moonshine,sour alien,n,n,n,n,n,n
124,alion,alien kush,blue dream,n,n,n,n,n
125,allen iverson og,n,n,n,n,n,n,n
126,allen wrench,trainwreck,nyc diesel,n,n,n,n,n
127,alley cat kush,og kush,n,n,n,n,n,n
128,allkush,n,n,n,n,n,n,n
129,aloha,n,n,n,n,n,n,n
130,aloha grape stomper,grape stomper,98 aloha white widow,n,n,n,n,n
131,aloha limone,n,n,n,n,n,n,n
132,alohaberry,n,n,n,n,n,n,n
133,alpha blue,blue dream,nyc diesel,n,n,n,n,n
134,alpha cow,alpha blue,purple cow,n,n,n,n,n
135,alpha express,alpha blue,ghost train haze,n,n,n,n,n
136,alpha og,og kush,n,n,n,n,n,n
137,alpine blue,blue mystic,power plant,n,n,n,n,n
138,alpine star,tahoe og kush,sensi star,n,n,n,n,n
139,altoyd,gelato,sour diesel,sour tangie,n,n,n,n
140,ambrosia,god bud,n,n,n,n,n,n
141,n,n,n,n,n,n,n,n
142,american beauty,plushberry,n,n,n,n,n,n
143,american dream,afghan skunk,jamaican,hawaiian,n,n,n,n
144,american kush,pre-98 bubba kush,sin city kush,n,n,n,n,n
145,american pie,power plant,white widow,n,n,n,n,n
146,americano,northern lights,skunk 1,n,n,n,n,n
147,amethyst,sage n sour,granddaddy purple,n,n,n,n,n
148,amethyst bud,lavender,afghan hawaiian,n,n,n,n,n
149,amherst sour diesel,chemdog,n,n,n,n,n,n
150,amnesi-k lemon,amnesia,lemon skunk,jack herer,n,n,n,n
151,amnesia,cinderella 99,jack herer,skunk no 1,n,n,n,n
152,amnesia ganja haze,amnesia haze,n,n,n,n,n,n
153,amnesia haze,thai,afghani,hawaiian,jamaican,south asian indica,cambodian,haze
154,amnesia og,amnesia,biker kush,n,n,n,n,n
155,ancient kush,n,n,n,n,n,n,n
156,ancient og,south asian indica,snow lotus,n,n,n,n,n
157,anesthesia,herijuana,afghan skunk,n,n,n,n,n
158,angel og,og kush,blackberry,n,n,n,n,n
159,angelica,hells og,n,n,n,n,n,n
160,animal blues,animal cookies,n,n,n,n,n,n
161,n,n,n,n,n,n,n,n
162,animal gas,chemdog 91,animal cookies,n,n,n,n,n
163,animal mint,animal cookies,thin mint gsc,n,n,n,n,n
164,animal sherbert,animal cookies,sherbert,n,n,n,n,n
165,anonymous og,n,n,n,n,n,n,n
166,anubis,somango,wembley,n,n,n,n,n
167,ape shit,purple urkle,acapulco gold,cinderella 99,n,n,n,n
168,apollo 11,cinderella 99,jack herer,n,n,n,n,n
169,apollo 13,jack herer,n,n,n,n,n,n
170,apollo 13 haze,apollo 13,cinderella 99,super silver haze,n,n,n,n
171,apollo haze,super silver haze,cinderella 99,n,n,n,n,n
172,appalachia,green crack,tres dawg,n,n,n,n,n
173,appalachian power,island sweet skunk,white widow,lifesaver,n,n,n,n
174,apple jack,jack herer,white widow,n,n,n,n,n
175,apple kush,sour diesel,pure kush,n,n,n,n,n
176,apollo 11,cinderella 99,jack herer,n,n,n,n,n
177,apollo 13,jack herer,n,n,n,n,n,n
178,apollo 13 haze,apollo 13,cinderella 99,super silver haze,n,n,n,n
179,apollo haze,super silver haze,cinderella 99,n,n,n,n,n
180,appalachia,green crack,tres dawg,n,n,n,n,n
181,appalachian power,island sweet skunk,white widow,lifesaver,n,n,n,n
182,apple jack,jack herer,white widow,n,n,n,n,n
183,apple kush,sour diesel,pure kush,n,n,n,n,n
184,appleberry,dynamite,bubblicious,white widow,n,n,n,n
185,apricot jelly,n,n,n,n,n,n,n
186,arabian gold,n,n,n,n,n,n,n
187,arctic sun,skunk no 1,white widow,n,n,n,n,n
188,arcticblue,dj short blueberry,n,n,n,n,n,n
189,area 51,n,n,n,n,n,n,n
190,argvana heat,n,n,n,n,n,n,n
191,argyle,afghani,sensi star,n,n,n,n,n
192,arjans strawberry haze,northern lights 5,haze,kali mist,swiss sativa,n,n,n
193,arjans ultra haze 1,nevilles haze,south asian sativa,n,n,n,n,n
194,armageddon,n,n,n,n,n,n,n
195,armagnac,the white,grape kush,n,n,n,n,n
196,ash,afghan skunk,afghan haze,n,n,n,n,n
197,asian fantasy,n,n,n,n,n,n,n
198,aspen og,sour cream,sfv og kush,n,n,n,n,n
199,astral works,harle-tsu,tangerine haze,n,n,n,n,n
200,astroboy,apollo 13,ortega,cinderella 99,n,n,n,n
201,athabasca,harlequin,jack the ripper,n,n,n,n,n
202,atmosphere,white widow,og kush,n,n,n,n,n
203,atomic,og kush,chemdawg,thc bomb,n,n,n,n
204,atomic bomb,chemdog,thc bomb,n,n,n,n,n
205,atomic goat,golden goat,chernobyl,n,n,n,n,n
206,atomic northern lights,afghani,thai haze,northern lights,n,n,n,n
207,atomical haze,haze,south indian indica,n,n,n,n,n
208,aurora borealis,northern lights,skunk no 1,n,n,n,n,n
209,aurora indica,afghani,northern lights,n,n,n,n,n
210,avalon,afghani,blueberry,n,n,n,n,n
211,avi,n,n,n,n,n,n,n
212,avi-dekel,n,n,n,n,n,n,n
213,ayahuasca purple,master kush,n,n,n,n,n,n
214,aymi,cherry pie kush,n,n,n,n,n,n
215,azure haze,blueberry,super silver haze,n,n,n,n,n
216,b-52,big bud,skunk 1,n,n,n,n,n
217,b-witched,n,n,n,n,n,n,n
218,b-witched,n,n,n,n,n,n,n
219,bb king,blackberry kush,n,n,n,n,n,n
220,b4,blue dream,chemdawg 4,n,n,n,n,n
221,bc big bud,big bud,n,n,n,n,n,n
222,bc roadkill,deep chunk,skunk 1,n,n,n,n,n
223,bc sweet tooth,sweet tooth,n,n,n,n,n,n
224,bhū,n,n,n,n,n,n,n
225,bog bubble,bubble gum,n,n,n,n,n,n
226,bsc,n,n,n,n,n,n,n
227,bad azz kush,og kush,purple urkle,afghan kush,n,n,n,n
228,bakerstreet,hindu kush,n,n,n,n,n,n
229,balmoral,skunk 1,n,n,n,n,n,n
230,banana bread,purple kush,n,n,n,n,n,n
231,banana candy,n,n,n,n,n,n,n
232,bhū,n,n,n,n,n,n,n
233,bog bubble,bubble gum,n,n,n,n,n,n
234,bsc,n,n,n,n,n,n,n
235,bad azz kush,og kush,purple urkle,afghan kush,n,n,n,n
236,bakerstreet,hindu kush,n,n,n,n,n,n
237,balmoral,skunk 1,n,n,n,n,n,n
238,banana bread,purple kush,n,n,n,n,n,n
239,banana candy,n,n,n,n,n,n,n
240,banana cream og,blue dream,banana og,n,n,n,n,n
241,banana diesel,banana kush,super sour diesel,n,n,n,n,n
242,banana hammock r1,grape god,n,n,n,n,n,n
243,banana kush,ghost og,skunk haze,n,n,n,n,n
244,banana mango,banana og,blueberry muffin,n,n,n,n,n
245,banana og,og kush,n,n,n,n,n,n
246,banana peel,banana og,n,n,n,n,n,n
247,banana punch 9,banana og,purple punch,n,n,n,n,n
248,banana split,tangie,n,n,n,n,n,n
249,bananas,n,n,n,n,n,n,n
250,bandana,707 headband,banana og,n,n,n,n,n
251,bangi haze,nepalese,n,n,n,n,n,n
252,bango,white fire alien og,mango kush,n,n,n,n,n
253,banjo,tangelo,n,n,n,n,n,n
254,barbara bud,shishkaberry,afghani,n,n,n,n,n
255,batgirl,jacks cleaner,blueberry,n,n,n,n,n
256,batman og,n,n,n,n,n,n,n
257,bay 11,appalachia,n,n,n,n,n,n
258,bay dream,n,n,n,n,n,n,n
259,bay lotus,bay 11,white lotus,n,n,n,n,n
260,bay platinum cookies,bay 11,platinum gsc,n,n,n,n,n
261,bazooka joe g,bubble gum,face off og,n,n,n,n,n
262,bear dance,pure kush,n,n,n,n,n,n
263,beastmode 20,white fire og,master kush,n,n,n,n,n
264,beastmode og,og kush,n,n,n,n,n,n
265,beckwourth bud,black roses,lost sierra night nurse,n,n,n,n,n
266,bedford glue,gorilla glue 1,highwayman,n,n,n,n,n
267,bedica,n,n,n,n,n,n,n
268,bediol,n,n,n,n,n,n,n
269,bell ringer,hindu skunk,stardawg,pre-98 bubba kush,n,n,n,n
270,belladonna,super skunk,n,n,n,n,n,n
271,berkeley,n,n,n,n,n,n,n
272,bermuda sour,east coast sour diesel,triangle kush,n,n,n,n,n
273,berries &amp; crème,grease monkey,shishkaberry,n,n,n,n,n
274,berry bomb,blueberry,n,n,n,n,n,n
275,berry larry,larry og,n,n,n,n,n,n
276,berry noir,girl scout cookies,platinum og,blackberry,n,n,n,n
277,berry og,og kush,blueberry,n,n,n,n,n
278,berry white,blueberry,white widow,n,n,n,n,n
279,berts cookie dough,girl scout cookies,n,n,n,n,n,n
280,bertberry cheesecake,uk cheese,n,n,n,n,n,n
281,best friend og,hells og,purple haze,n,n,n,n,n
282,bettie page,n,n,n,n,n,n,n
283,bianca,white widow,n,n,n,n,n,n
284,biddy early,warlock,n,n,n,n,n,n
285,big band,bubble gum,chronic,n,n,n,n,n
286,big bang,skunk 1,northern lights,el niño,n,n,n,n
287,big bomb,n,n,n,n,n,n,n
288,bertberry cheesecake,uk cheese,n,n,n,n,n,n
289,best friend og,hells og,purple haze,n,n,n,n,n
290,bettie page,n,n,n,n,n,n,n
291,bianca,white widow,n,n,n,n,n,n
292,biddy early,warlock,n,n,n,n,n,n
293,big band,bubble gum,chronic,n,n,n,n,n
294,big bang,skunk 1,northern lights,el niño,n,n,n,n
295,big bomb,n,n,n,n,n,n,n
296,big bud,afghani,northern lights,skunk 1,n,n,n,n
297,big buddha cheese,afghani,uk cheese,n,n,n,n,n
298,big bull,black domina,early pearl,skunk no 1,n,n,n,n
299,big holy nina,n,n,n,n,n,n,n
300,big kush,og kush,n,n,n,n,n,n
301,big mac,bc big bud,n,n,n,n,n,n
302,big skunk korean,big bud,skunk no 1,n,n,n,n,n
303,big sky og,n,n,n,n,n,n,n
304,big smooth,cookies and cream,n,n,n,n,n,n
305,big sur holy bud,n,n,n,n,n,n,n
306,big tooth,n,n,n,n,n,n,n
307,big white,the white,big bud,n,n,n,n,n
308,big wreck,big bud,trainwreck,n,n,n,n,n
309,biker kush,hells og,lucifer og,n,n,n,n,n
310,biker le’blanc,the white,hells og,n,n,n,n,n
311,bingo pajamas,n,n,n,n,n,n,n
312,bio-diesel,sour diesel,sensi star,nyc diesel,n,n,n,n
313,bio-jesus,bio-diesel,gumbo,n,n,n,n,n
314,biochem,chemdawg 4,sensi star,n,n,n,n,n
315,biohazard,chemdog 91,do-si-dos,n,n,n,n,n
316,birds eye,northern lights 5,shiva skunk,haze,n,n,n,n
317,birds of paradise,blue heron,n,n,n,n,n,n
318,birthday cake kush,girl scout cookies,cherry pie,n,n,n,n,n
319,black 84,n,n,n,n,n,n,n
320,black afghan,black domina,afghan kush,n,n,n,n,n
321,black betty,east coast sour diesel,ak-47,n,n,n,n,n
322,black bubba,bubba kush,black russian,n,n,n,n,n
323,black cheese,big buddha cheese,n,n,n,n,n,n
324,black cherry cheesecake,black cherry soda,super silver haze,cheese,n,n,n,n
325,black cherry og,n,n,n,n,n,n,n
326,black cherry pie,blackberry kush,cherry pie,n,n,n,n,n
327,black cherry soda,n,n,n,n,n,n,n
328,black dog,blackberry kush,n,n,n,n,n,n
329,black dahlia,black cherry soda,querkle,n,n,n,n,n
330,black diamond,blackberry,diamond og,n,n,n,n,n
331,black diesel,nyc diesel,n,n,n,n,n,n
332,black domina,afghani,northern lights,hash plant,ortega,n,n,n
333,black haze,colombian gold,purple haze,n,n,n,n,n
334,black ice,black domina,white widow,n,n,n,n,n
335,black jack,black domina,jack herer,n,n,n,n,n
336,black label,n,n,n,n,n,n,n
337,black label kush,n,n,n,n,n,n,n
338,black lime special reserve,northern lights,purple kush,n,n,n,n,n
339,black lotus,snow lotus,n,n,n,n,n,n
340,black magic,buckeye purple,cherry sauce,n,n,n,n,n
341,black magic kush,n,n,n,n,n,n,n
342,black mamba,granddaddy purple,black domina,n,n,n,n,n
343,black out,the black,face off og,n,n,n,n,n
344,black label,n,n,n,n,n,n,n
345,black label kush,n,n,n,n,n,n,n
346,black lime special reserve,northern lights,purple kush,n,n,n,n,n
347,black lotus,snow lotus,n,n,n,n,n,n
348,black magic,buckeye purple,cherry sauce,n,n,n,n,n
349,black magic kush,n,n,n,n,n,n,n
350,black mamba,granddaddy purple,black domina,n,n,n,n,n
351,black out,the black,face off og,n,n,n,n,n
352,black raspberry,goji og,n,n,n,n,n,n
353,black roses,headband,early girl,n,n,n,n,n
354,black russian,black domina,white russian,n,n,n,n,n
355,black triangle,triangle kush,n,n,n,n,n,n
356,black tuna,herijuana,lambs bread,n,n,n,n,n
357,black velvet,burmese kush,the black,n,n,n,n,n
358,black widow,south american,south indian sativa,n,n,n,n,n
359,blackberry,black domina,raspberry cough,n,n,n,n,n
360,blackberry bubble,sour bubble,blackberry kush,n,n,n,n,n
361,blackberry chem og,blackberry,chemdawg,n,n,n,n,n
362,blackberry cobbler,blackberry kush,trainwreck,n,n,n,n,n
363,blackberry cream,blackberry kush,cookies and cream,n,n,n,n,n
364,blackberry diesel,east coast sour diesel,plushberry,n,n,n,n,n
365,blackberry dream,kimbo kush,super silver haze,n,n,n,n,n
366,blackberry fire,blackberry kush,n,n,n,n,n,n
367,blackberry hashplant,blackberry kush,hashplant haze,n,n,n,n,n
368,blackberry haze,blackberry,lime haze,n,n,n,n,n
369,blackberry kush,afghani,blackberry,n,n,n,n,n
370,blackberry lime haze,blackberry,lime haze,n,n,n,n,n
371,blackberry pie,n,n,n,n,n,n,n
372,blackberry rhino,blackberry,white rhino,n,n,n,n,n
373,blackberry snow cone,n,n,n,n,n,n,n
374,blackberry trainwreck,blackberry kush,trainwreck,n,n,n,n,n
375,blackberry x blueberry,blackberry,dj short blueberry,n,n,n,n,n
376,blackwater,mendocino purps,sfv og kush,n,n,n,n,n
377,blaze,blueberry,haze,n,n,n,n,n
378,blessings og,n,n,n,n,n,n,n
379,bleugenius,n,n,n,n,n,n,n
380,blissful wizard,girl scout cookies,n,n,n,n,n,n
381,blizzard bush,stardawg,n,n,n,n,n,n
382,blob og,n,n,n,n,n,n,n
383,blockhead,sweet tooth,n,n,n,n,n,n
384,bloos kloos,larry og,blueberry,northern lights,n,n,n,n
385,blood orange kush,n,n,n,n,n,n,n
386,bloodhound,n,n,n,n,n,n,n
387,bloodwalker,mazar x blueberry,cherry pie,n,n,n,n,n
388,blowfish,g13,blue dot,n,n,n,n,n
389,blucifer,conspiracy kush,blue dream,n,n,n,n,n
390,blue afghani,blueberry,afghani,n,n,n,n,n
391,blue alien,blueberry,alien kush,n,n,n,n,n
392,blue bastard,dj short blueberry,god bud,n,n,n,n,n
393,blue bayou,n,n,n,n,n,n,n
394,blue blood,og kush,blueberry,n,n,n,n,n
395,blue boy,blue dream,northern lights 5,n,n,n,n,n
396,blue buddha,n,n,n,n,n,n,n
397,blue champagne,blue dream,champagne kush,n,n,n,n,n
398,blue cheese,blueberry,uk cheese,n,n,n,n,n
399,blue cinex,blue dream,cinex,n,n,n,n,n
400,blue bastard,dj short blueberry,god bud,n,n,n,n,n
401,blue bayou,n,n,n,n,n,n,n
402,blue blood,og kush,blueberry,n,n,n,n,n
403,blue boy,blue dream,northern lights 5,n,n,n,n,n
404,blue buddha,n,n,n,n,n,n,n
405,blue champagne,blue dream,champagne kush,n,n,n,n,n
406,blue cheese,blueberry,uk cheese,n,n,n,n,n
407,blue cinex,blue dream,cinex,n,n,n,n,n
408,blue cookies,girl scout cookies,blueberry,n,n,n,n,n
409,blue crack,blue dream,green crack,n,n,n,n,n
410,blue diamond,n,n,n,n,n,n,n
411,blue diesel,blueberry,nyc diesel,n,n,n,n,n
412,blue dot,northern lights,haze,n,n,n,n,n
413,blue dragon,blueberry,sour diesel,n,n,n,n,n
414,blue dream,blueberry,haze,n,n,n,n,n
415,blue dream cbd,blue dream,n,n,n,n,n,n
416,blue dynamite,dynamite,avalon,n,n,n,n,n
417,blue fire,blue dream,fire og,n,n,n,n,n
418,blue frost,jack frost,blue monster,n,n,n,n,n
419,blue galaxy,afghani,hashplant haze,n,n,n,n,n
420,blue god,blueberry,god bud,n,n,n,n,n
421,blue goo,blue dream,afgoo,n,n,n,n,n
422,blue hash,blueberry,hash plant,n,n,n,n,n
423,blue hawaiian,blueberry,hawaiian sativa,n,n,n,n,n
424,blue haze,blueberry,haze,n,n,n,n,n
425,blue heron,blue magoo,huckleberry,n,n,n,n,n
426,blue iguana,double dutch,n,n,n,n,n,n
427,blue ivy,n,n,n,n,n,n,n
428,blue j,jillybean,n,n,n,n,n,n
429,blue jay way,og kush,n,n,n,n,n,n
430,blue kiss,dj short blueberry,n,n,n,n,n,n
431,blue knight,blueberry,kryptonite,n,n,n,n,n
432,blue kripple,blue rhino,big bud,medicine man,n,n,n,n
433,blue kush,blueberry,og kush,n,n,n,n,n
434,blue lights,blueberry,northern lights,n,n,n,n,n
435,blue magic,blue dream,n,n,n,n,n,n
436,blue magoo,n,n,n,n,n,n,n
437,blue monster,g13,blueberry,northern lights 5,mexican,n,n,n
438,blue moon rocks,bog bubble,n,n,n,n,n,n
439,blue moonshine,thai,afghani,n,n,n,n,n
440,blue mountain fire,jamaican,n,n,n,n,n,n
441,blue mystic,blueberry,northern lights,n,n,n,n,n
442,blue nightmare,blue dream,tahoe og kush,n,n,n,n,n
443,blue nina,blue dream,n,n,n,n,n,n
444,blue og,blueberry,blue moonshine,og kush,n,n,n,n
445,blue og sherbert,fire og,blue sherbert,n,n,n,n,n
446,blue ox,blueberry,the ox,n,n,n,n,n
447,blue persuasion,blueberry,northern lights,white widow,n,n,n,n
448,blue power,master kush,the white,blue moonshine,n,n,n,n
449,blue raspberry snow cone,blue diesel,n,n,n,n,n,n
450,blue rhino,blueberry,white rhino,n,n,n,n,n
451,blue satellite,shishkaberry,n,n,n,n,n,n
452,blue sherbert,blue cookies,sherbert,n,n,n,n,n
453,blue sky,lsd,rocky mountain blueberry,n,n,n,n,n
454,blue steel,blueberry og,starfighter,n,n,n,n,n
455,blue tara,snow lotus,n,n,n,n,n,n
456,blue power,master kush,the white,blue moonshine,n,n,n,n
457,blue raspberry snow cone,blue diesel,n,n,n,n,n,n
458,blue rhino,blueberry,white rhino,n,n,n,n,n
459,blue satellite,shishkaberry,n,n,n,n,n,n
460,blue sherbert,blue cookies,sherbert,n,n,n,n,n
461,blue sky,lsd,rocky mountain blueberry,n,n,n,n,n
462,blue steel,blueberry og,starfighter,n,n,n,n,n
463,blue tara,snow lotus,n,n,n,n,n,n
464,blue thai,blueberry,n,n,n,n,n,n
465,blue trainwreck,trainwreck,blueberry,n,n,n,n,n
466,blue trane,n,n,n,n,n,n,n
467,blue treat,blueberry,dutch treat,n,n,n,n,n
468,blue velvet,purple thai,afghani,n,n,n,n,n
469,blue venom,blueberry,white widow,n,n,n,n,n
470,blue widow,blueberry,white widow,n,n,n,n,n
471,blue wolf,n,n,n,n,n,n,n
472,blue wonder,blueberry,super silver haze,n,n,n,n,n
473,blue wreck,blueberry,trainwreck,n,n,n,n,n
474,blue zkittlez,blue diamond,zkittlez,n,n,n,n,n
475,blue zombie,n,n,n,n,n,n,n
476,blueberry,afghani,thai,purple thai,n,n,n,n
477,blueberry ak,blueberry,ak-47,n,n,n,n,n
478,blueberry blast,blue dream,n,n,n,n,n,n
479,blueberry bomb,blueberry,afghani,n,n,n,n,n
480,n,n,n,n,n,n,n,n
481,n,n,n,n,n,n,n,n
482,blueberry diesel,blueberry,sour diesel,n,n,n,n,n
483,blueberry dream,n,n,n,n,n,n,n
484,blueberry essence,n,n,n,n,n,n,n
485,blueberry hashplant,blue dream,hash plant,n,n,n,n,n
486,blueberry haze,blueberry,haze,n,n,n,n,n
487,blueberry headband,blueberry,emerald og,pre-98 bubba kush,n,n,n,n
488,blueberry jack,jack herer,dj short blueberry,n,n,n,n,n
489,blueberry kush,blueberry,og kush,n,n,n,n,n
490,blueberry lambsbread,blueberry,lambs bread,n,n,n,n,n
491,blueberry muffin,blueberry,purple panty dropper,n,n,n,n,n
492,blueberry og,dj short blueberry,og kush,n,n,n,n,n
493,blueberry pancakes,dj short blueberry,n,n,n,n,n,n
494,blueberry pie,girl scout cookies,blue dream,n,n,n,n,n
495,blueberry silvertip,blueberry,montana silvertip,n,n,n,n,n
496,blueberry skunk,blueberry,skunk no 1,n,n,n,n,n
497,blueberry space cake,outer space,alien dutchess,n,n,n,n,n
498,blue trainwreck,trainwreck,blueberry,n,n,n,n,n
499,blueberry triple og,blueberry,n,n,n,n,n,n
500,blueberry waltz,blue afghani,n,n,n,n,n,n
501,blueberry yum yum,blueberry,durban poison,n,n,n,n,n
502,blues,skunk no 1,n,n,n,n,n,n
503,blukashima,chernobyl,blue dream,n,n,n,n,n
504,bluniverse,blue magoo,ms universe,n,n,n,n,n
505,blurple,blue dream,mendocino purps,n,n,n,n,n
506,blush,n,n,n,n,n,n,n
507,bob saget,sage,n,n,n,n,n,n
508,bodega bubblegum,stardawg,n,n,n,n,n,n
509,bog blue kush,blue moon rocks,sour bubble,n,n,n,n,n
510,bog sour grape,sour bubble,n,n,n,n,n,n
511,bogart,hindu kush,chemdawg,lemon thai,n,n,n,n
512,bluniverse,blue magoo,ms universe,n,n,n,n,n
513,blurple,blue dream,mendocino purps,n,n,n,n,n
514,blush,n,n,n,n,n,n,n
515,bob saget,sage,n,n,n,n,n,n
516,bodega bubblegum,stardawg,n,n,n,n,n,n
517,bog blue kush,blue moon rocks,sour bubble,n,n,n,n,n
